loan_id,id,user_id,customer_id,loan_type,principal,principal_amount,tenure_months,interest_rate,interest_rate_apr,emi_amount,monthly_emi,months_paid,months_remaining,emi_day,next_due_date,status,nach_mandate_active,created_at
LN00295,LN00295,USR0188,USR0188,CREDIT_CARD_DEBT,60000,60000.0,34,30.4,30.4,2653,2653.0,6,28,6,2026-09-06,ACTIVE,1,2021-10-15 00:00:00
LN00296,LN00296,USR0188,USR0188,VEHICLE_LOAN,980000,980000.0,57,10.22,10.22,21774,21774.0,12,45,2,2026-09-02,ACTIVE,1,2021-10-15 00:00:00
LN00297,LN00297,USR0189,USR0189,EDUCATION_LOAN,1620000,1620000.0,85,8.11,8.11,25117,25117.0,30,55,5,2026-09-05,ACTIVE,1,2024-11-20 00:00:00
LN00298,LN00298,USR0190,USR0190,CREDIT_CARD_DEBT,70000,70000.0,33,41.25,41.25,3580,3580.0,31,2,7,2026-09-07,ACTIVE,1,2021-02-19 00:00:00
LN00299,LN00299,USR0190,USR0190,EDUCATION_LOAN,990000,990000.0,101,8.98,8.98,14003,14003.0,57,44,3,2026-09-03,ACTIVE,1,2021-02-19 00:00:00
LN00300,LN00300,USR0191,USR0191,PERSONAL_LOAN,310000,310000.0,20,15.32,15.32,17661,17661.0,2,18,3,2026-09-03,ACTIVE,1,2022-07-24 00:00:00
LN00301,LN00301,USR0192,USR0192,HOME_LOAN,4210000,4210000.0,243,8.4,8.4,36097,36097.0,52,191,10,2026-09-10,ACTIVE,1,2023-04-07 00:00:00
LN00302,LN00302,USR0192,USR0192,EDUCATION_LOAN,1560000,1560000.0,103,10.66,10.66,23180,23180.0,29,74,3,2026-09-03,ACTIVE,1,2023-04-07 00:00:00
LN00303,LN00303,USR0192,USR0192,VEHICLE_LOAN,790000,790000.0,75,9.57,9.57,14036,14036.0,25,50,6,2026-09-06,ACTIVE,1,2023-04-07 00:00:00
LN00304,LN00304,USR0193,USR0193,CREDIT_CARD_DEBT,180000,180000.0,33,24.06,24.06,7509,7509.0,9,24,8,2026-09-08,ACTIVE,1,2022-02-21 00:00:00
LN00305,LN00305,USR0193,USR0193,HOME_LOAN,5720000,5720000.0,244,8.21,8.21,48281,48281.0,8,236,7,2026-09-07,ACTIVE,1,2022-02-21 00:00:00
LN00306,LN00306,USR0194,USR0194,CREDIT_CARD_DEBT,40000,40000.0,7,34.59,34.59,6392,6392.0,1,6,5,2026-09-05,ACTIVE,1,2023-01-17 00:00:00
LN00307,LN00307,USR0195,USR0195,VEHICLE_LOAN,840000,840000.0,81,8.26,8.26,13563,13563.0,56,25,9,2026-09-09,ACTIVE,1,2023-07-27 00:00:00
LN00308,LN00308,USR0195,USR0195,HOME_LOAN,5480000,5480000.0,267,8.62,8.62,46198,46198.0,47,220,10,2026-09-10,ACTIVE,1,2023-07-27 00:00:00
LN00309,LN00309,USR0196,USR0196,VEHICLE_LOAN,800000,800000.0,78,10.71,10.71,14281,14281.0,56,22,6,2026-09-06,ACTIVE,1,2021-04-30 00:00:00
LN00310,LN00310,USR0197,USR0197,PERSONAL_LOAN,290000,290000.0,54,15.04,15.04,7423,7423.0,47,7,4,2026-09-04,ACTIVE,1,2021-11-04 00:00:00
LN00311,LN00311,USR0197,USR0197,VEHICLE_LOAN,700000,700000.0,66,8.31,8.31,13250,13250.0,23,43,7,2026-09-07,ACTIVE,1,2021-11-04 00:00:00
LN00312,LN00312,USR0198,USR0198,PERSONAL_LOAN,330000,330000.0,47,14.82,14.82,9297,9297.0,40,7,1,2026-09-01,ACTIVE,1,2021-06-27 00:00:00
LN00313,LN00313,USR0199,USR0199,PERSONAL_LOAN,650000,650000.0,22,13.34,13.34,33469,33469.0,17,5,8,2026-09-08,ACTIVE,1,2022-07-11 00:00:00
LN00314,LN00314,USR0199,USR0199,EDUCATION_LOAN,1100000,1100000.0,114,8.44,8.44,14061,14061.0,32,82,3,2026-09-03,ACTIVE,1,2022-07-11 00:00:00
LN00315,LN00315,USR0200,USR0200,PERSONAL_LOAN,400000,400000.0,60,10.99,10.99,8695,8695.0,32,28,6,2026-09-06,ACTIVE,1,2022-02-27 00:00:00
LN00316,LN00316,USR0201,USR0201,PERSONAL_LOAN,520000,520000.0,33,14.55,14.55,19214,19214.0,18,15,1,2026-09-01,ACTIVE,1,2024-09-07 00:00:00
LN00317,LN00317,USR0202,USR0202,CREDIT_CARD_DEBT,230000,230000.0,32,35.57,35.57,11226,11226.0,8,24,2,2026-09-02,ACTIVE,1,2021-09-03 00:00:00
LN00318,LN00318,USR0202,USR0202,VEHICLE_LOAN,620000,620000.0,65,10.54,10.54,12560,12560.0,29,36,10,2026-09-10,ACTIVE,1,2021-09-03 00:00:00
LN00319,LN00319,USR0203,USR0203,EDUCATION_LOAN,590000,590000.0,114,9.23,9.23,7791,7791.0,32,82,8,2026-09-08,ACTIVE,1,2024-10-09 00:00:00
LN00320,LN00320,USR0203,USR0203,HOME_LOAN,7040000,7040000.0,200,8.27,8.27,64966,64966.0,8,192,8,2026-09-08,ACTIVE,1,2024-10-09 00:00:00
LN00321,LN00321,USR0204,USR0204,PERSONAL_LOAN,510000,510000.0,18,11.51,11.51,30985,30985.0,13,5,7,2026-09-07,ACTIVE,1,2021-08-11 00:00:00
LN00322,LN00322,USR0205,USR0205,HOME_LOAN,4010000,4010000.0,262,7.55,7.55,31277,31277.0,36,226,1,2026-09-01,ACTIVE,1,2024-06-04 00:00:00
LN00323,LN00323,USR0206,USR0206,HOME_LOAN,6990000,6990000.0,274,8.05,8.05,55830,55830.0,40,234,5,2026-09-05,ACTIVE,1,2023-08-13 00:00:00
LN00324,LN00324,USR0207,USR0207,VEHICLE_LOAN,500000,500000.0,77,11.76,11.76,9279,9279.0,43,34,8,2026-09-08,ACTIVE,1,2024-02-11 00:00:00
LN00325,LN00325,USR0209,USR0209,VEHICLE_LOAN,1070000,1070000.0,59,11.37,11.37,23758,23758.0,53,6,1,2026-09-01,ACTIVE,1,2023-02-26 00:00:00
LN00326,LN00326,USR0210,USR0210,CREDIT_CARD_DEBT,200000,200000.0,23,32.25,32.25,11771,11771.0,20,3,10,2026-09-10,ACTIVE,1,2023-08-04 00:00:00
LN00327,LN00327,USR0210,USR0210,VEHICLE_LOAN,680000,680000.0,66,8.53,8.53,12944,12944.0,46,20,6,2026-09-06,ACTIVE,1,2023-08-04 00:00:00
LN00328,LN00328,USR0211,USR0211,PERSONAL_LOAN,610000,610000.0,12,13.23,13.23,54549,54549.0,6,6,6,2026-09-06,ACTIVE,1,2024-03-18 00:00:00
LN00329,LN00329,USR0211,USR0211,CREDIT_CARD_DEBT,120000,120000.0,32,37.13,37.13,5961,5961.0,21,11,5,2026-09-05,ACTIVE,1,2024-03-18 00:00:00
LN00330,LN00330,USR0211,USR0211,EDUCATION_LOAN,1620000,1620000.0,95,8.48,8.48,23470,23470.0,34,61,6,2026-09-06,ACTIVE,1,2024-03-18 00:00:00
LN00331,LN00331,USR0212,USR0212,HOME_LOAN,2810000,2810000.0,162,9.0,9.0,30024,30024.0,32,130,3,2026-09-03,ACTIVE,1,2021-09-01 00:00:00
LN00332,LN00332,USR0212,USR0212,CREDIT_CARD_DEBT,170000,170000.0,32,41.22,41.22,8839,8839.0,23,9,7,2026-09-07,ACTIVE,1,2021-09-01 00:00:00
LN00333,LN00333,USR0213,USR0213,HOME_LOAN,2340000,2340000.0,185,8.06,8.06,22132,22132.0,40,145,4,2026-09-04,ACTIVE,1,2023-03-01 00:00:00
LN00334,LN00334,USR0214,USR0214,VEHICLE_LOAN,450000,450000.0,43,11.63,11.63,12847,12847.0,26,17,4,2026-09-04,ACTIVE,1,2021-05-19 00:00:00
LN00335,LN00335,USR0215,USR0215,PERSONAL_LOAN,290000,290000.0,60,14.68,14.68,6850,6850.0,27,33,1,2026-09-01,ACTIVE,1,2023-04-10 00:00:00
LN00336,LN00336,USR0215,USR0215,VEHICLE_LOAN,650000,650000.0,76,11.11,11.11,11950,11950.0,54,22,10,2026-09-10,ACTIVE,1,2023-04-10 00:00:00
LN00337,LN00337,USR0215,USR0215,HOME_LOAN,2390000,2390000.0,151,8.48,8.48,25797,25797.0,50,101,8,2026-09-08,ACTIVE,1,2023-04-10 00:00:00
LN00338,LN00338,USR0217,USR0217,EDUCATION_LOAN,1850000,1850000.0,102,8.42,8.42,25456,25456.0,38,64,9,2026-09-09,ACTIVE,1,2024-06-08 00:00:00
LN00339,LN00339,USR0218,USR0218,PERSONAL_LOAN,390000,390000.0,12,12.41,12.41,34726,34726.0,9,3,1,2026-09-01,ACTIVE,1,2021-08-27 00:00:00
LN00340,LN00340,USR0218,USR0218,EDUCATION_LOAN,1840000,1840000.0,95,8.07,8.07,26273,26273.0,60,35,7,2026-09-07,ACTIVE,1,2021-08-27 00:00:00
LN00341,LN00341,USR0219,USR0219,CREDIT_CARD_DEBT,240000,240000.0,35,34.08,34.08,10910,10910.0,33,2,3,2026-09-03,ACTIVE,1,2021-02-13 00:00:00
LN00342,LN00342,USR0219,USR0219,EDUCATION_LOAN,1900000,1900000.0,104,8.16,8.16,25544,25544.0,38,66,3,2026-09-03,ACTIVE,1,2021-02-13 00:00:00
LN00343,LN00343,USR0220,USR0220,PERSONAL_LOAN,280000,280000.0,18,14.52,14.52,17405,17405.0,13,5,10,2026-09-10,ACTIVE,1,2021-03-18 00:00:00
LN00344,LN00344,USR0221,USR0221,EDUCATION_LOAN,810000,810000.0,116,9.96,9.96,10902,10902.0,25,91,7,2026-09-07,ACTIVE,1,2022-06-27 00:00:00
LN00345,LN00345,USR0221,USR0221,CREDIT_CARD_DEBT,70000,70000.0,25,34.18,34.18,3952,3952.0,23,2,4,2026-09-04,ACTIVE,1,2022-06-27 00:00:00
LN00346,LN00346,USR0222,USR0222,EDUCATION_LOAN,1960000,1960000.0,85,9.83,9.83,32101,32101.0,22,63,5,2026-09-05,ACTIVE,1,2022-05-17 00:00:00
LN00347,LN00347,USR0223,USR0223,VEHICLE_LOAN,310000,310000.0,74,8.6,8.6,5412,5412.0,45,29,9,2026-09-09,ACTIVE,1,2022-06-01 00:00:00
LN00348,LN00348,USR0223,USR0223,PERSONAL_LOAN,260000,260000.0,31,11.88,11.88,9781,9781.0,27,4,9,2026-09-09,ACTIVE,1,2022-06-01 00:00:00
LN00349,LN00349,USR0223,USR0223,CREDIT_CARD_DEBT,220000,220000.0,33,34.1,34.1,10362,10362.0,21,12,9,2026-09-09,ACTIVE,1,2022-06-01 00:00:00
LN00350,LN00350,USR0224,USR0224,PERSONAL_LOAN,180000,180000.0,24,15.23,15.23,8747,8747.0,7,17,10,2026-09-10,ACTIVE,1,2024-02-05 00:00:00
LN00351,LN00351,USR0225,USR0225,VEHICLE_LOAN,270000,270000.0,79,10.83,10.83,4794,4794.0,9,70,3,2026-09-03,ACTIVE,1,2021-05-29 00:00:00
LN00352,LN00352,USR0225,USR0225,CREDIT_CARD_DEBT,150000,150000.0,22,25.47,25.47,8604,8604.0,18,4,6,2026-09-06,ACTIVE,1,2021-05-29 00:00:00
LN00353,LN00353,USR0226,USR0226,PERSONAL_LOAN,440000,440000.0,60,11.41,11.41,9657,9657.0,23,37,9,2026-09-09,ACTIVE,1,2022-02-10 00:00:00
LN00354,LN00354,USR0227,USR0227,EDUCATION_LOAN,1760000,1760000.0,107,10.01,10.01,24931,24931.0,58,49,9,2026-09-09,ACTIVE,1,2022-06-26 00:00:00
LN00355,LN00355,USR0227,USR0227,CREDIT_CARD_DEBT,130000,130000.0,15,31.41,31.41,10591,10591.0,14,1,7,2026-09-07,ACTIVE,1,2022-06-26 00:00:00
LN00356,LN00356,USR0227,USR0227,VEHICLE_LOAN,850000,850000.0,36,10.18,10.18,27499,27499.0,34,2,2,2026-09-02,ACTIVE,1,2022-06-26 00:00:00
LN00357,LN00357,USR0228,USR0228,HOME_LOAN,5080000,5080000.0,217,9.11,9.11,47834,47834.0,10,207,1,2026-09-01,ACTIVE,1,2022-06-23 00:00:00
LN00358,LN00358,USR0229,USR0229,HOME_LOAN,2310000,2310000.0,188,9.07,9.07,23058,23058.0,49,139,3,2026-09-03,ACTIVE,1,2022-03-10 00:00:00
LN00359,LN00359,USR0229,USR0229,PERSONAL_LOAN,240000,240000.0,30,11.92,11.92,9290,9290.0,22,8,5,2026-09-05,ACTIVE,1,2022-03-10 00:00:00
LN00360,LN00360,USR0230,USR0230,PERSONAL_LOAN,330000,330000.0,15,14.66,14.66,24211,24211.0,12,3,5,2026-09-05,ACTIVE,1,2023-09-30 00:00:00
LN00361,LN00361,USR0231,USR0231,PERSONAL_LOAN,240000,240000.0,60,15.33,15.33,5751,5751.0,35,25,1,2026-09-01,ACTIVE,1,2024-03-08 00:00:00
LN00362,LN00362,USR0232,USR0232,VEHICLE_LOAN,1070000,1070000.0,75,8.96,8.96,18684,18684.0,56,19,9,2026-09-09,ACTIVE,1,2024-03-23 00:00:00
LN00363,LN00363,USR0232,USR0232,EDUCATION_LOAN,1120000,1120000.0,115,10.95,10.95,15767,15767.0,15,100,9,2026-09-09,ACTIVE,1,2024-03-23 00:00:00
LN00364,LN00364,USR0232,USR0232,HOME_LOAN,6630000,6630000.0,219,7.55,7.55,55857,55857.0,16,203,9,2026-09-09,ACTIVE,1,2024-03-23 00:00:00
LN00365,LN00365,USR0234,USR0234,VEHICLE_LOAN,1110000,1110000.0,80,10.15,10.15,19151,19151.0,43,37,1,2026-09-01,ACTIVE,1,2021-08-04 00:00:00
LN00366,LN00366,USR0235,USR0235,EDUCATION_LOAN,570000,570000.0,80,9.97,9.97,9782,9782.0,36,44,1,2026-09-01,ACTIVE,1,2023-04-26 00:00:00
LN00367,LN00367,USR0235,USR0235,CREDIT_CARD_DEBT,210000,210000.0,6,30.85,30.85,38216,38216.0,3,3,4,2026-09-04,ACTIVE,1,2023-04-26 00:00:00
LN00368,LN00368,USR0235,USR0235,VEHICLE_LOAN,980000,980000.0,75,11.86,11.86,18564,18564.0,56,19,8,2026-09-08,ACTIVE,1,2023-04-26 00:00:00
LN00369,LN00369,USR0236,USR0236,PERSONAL_LOAN,470000,470000.0,52,12.08,12.08,11654,11654.0,46,6,6,2026-09-06,ACTIVE,1,2021-07-06 00:00:00
LN00370,LN00370,USR0237,USR0237,VEHICLE_LOAN,780000,780000.0,48,10.54,10.54,19986,19986.0,19,29,8,2026-09-08,ACTIVE,1,2021-12-31 00:00:00
LN00371,LN00371,USR0237,USR0237,EDUCATION_LOAN,1680000,1680000.0,71,9.19,9.19,30763,30763.0,44,27,2,2026-09-02,ACTIVE,1,2021-12-31 00:00:00
LN00372,LN00372,USR0238,USR0238,VEHICLE_LOAN,730000,730000.0,83,8.63,8.63,11710,11710.0,33,50,2,2026-09-02,ACTIVE,1,2024-03-13 00:00:00
LN00373,LN00373,USR0238,USR0238,PERSONAL_LOAN,590000,590000.0,36,14.86,14.86,20412,20412.0,3,33,7,2026-09-07,ACTIVE,1,2024-03-13 00:00:00
LN00374,LN00374,USR0239,USR0239,VEHICLE_LOAN,1060000,1060000.0,71,11.62,11.62,20715,20715.0,17,54,3,2026-09-03,ACTIVE,1,2023-08-28 00:00:00
LN00375,LN00375,USR0240,USR0240,VEHICLE_LOAN,1180000,1180000.0,73,8.56,8.56,20793,20793.0,55,18,5,2026-09-05,ACTIVE,1,2022-12-25 00:00:00
LN00376,LN00376,USR0241,USR0241,PERSONAL_LOAN,230000,230000.0,33,15.42,15.42,8596,8596.0,30,3,3,2026-09-03,ACTIVE,1,2022-02-27 00:00:00
LN00377,LN00377,USR0242,USR0242,HOME_LOAN,2910000,2910000.0,202,8.38,8.38,26923,26923.0,39,163,1,2026-09-01,ACTIVE,1,2022-11-01 00:00:00
LN00378,LN00378,USR0242,USR0242,PERSONAL_LOAN,530000,530000.0,52,10.96,10.96,12849,12849.0,40,12,5,2026-09-05,ACTIVE,1,2022-11-01 00:00:00
LN00379,LN00379,USR0243,USR0243,EDUCATION_LOAN,1690000,1690000.0,64,9.52,9.52,33777,33777.0,51,13,6,2026-09-06,ACTIVE,1,2024-08-16 00:00:00
LN00380,LN00380,USR0243,USR0243,VEHICLE_LOAN,1170000,1170000.0,69,9.67,9.67,22172,22172.0,15,54,3,2026-09-03,ACTIVE,1,2024-08-16 00:00:00
LN00381,LN00381,USR0244,USR0244,PERSONAL_LOAN,570000,570000.0,44,13.99,13.99,16634,16634.0,11,33,7,2026-09-07,ACTIVE,1,2021-09-28 00:00:00
LN00382,LN00382,USR0245,USR0245,CREDIT_CARD_DEBT,220000,220000.0,23,31.69,31.69,12884,12884.0,13,10,2,2026-09-02,ACTIVE,1,2023-02-08 00:00:00
LN00383,LN00383,USR0246,USR0246,VEHICLE_LOAN,210000,210000.0,50,10.24,10.24,5177,5177.0,14,36,6,2026-09-06,ACTIVE,1,2023-12-25 00:00:00
LN00384,LN00384,USR0247,USR0247,VEHICLE_LOAN,920000,920000.0,54,11.56,11.56,21931,21931.0,14,40,10,2026-09-10,ACTIVE,1,2023-05-12 00:00:00
LN00385,LN00385,USR0247,USR0247,CREDIT_CARD_DEBT,40000,40000.0,22,37.17,37.17,2534,2534.0,16,6,9,2026-09-09,ACTIVE,1,2023-05-12 00:00:00
LN00386,LN00386,USR0248,USR0248,HOME_LOAN,7150000,7150000.0,149,9.14,9.14,80423,80423.0,43,106,6,2026-09-06,ACTIVE,1,2023-04-07 00:00:00
LN00387,LN00387,USR0249,USR0249,EDUCATION_LOAN,1540000,1540000.0,117,8.94,8.94,19768,19768.0,42,75,10,2026-09-10,ACTIVE,1,2021-05-18 00:00:00
LN00388,LN00388,USR0249,USR0249,PERSONAL_LOAN,430000,430000.0,51,15.02,15.02,11458,11458.0,16,35,1,2026-09-01,ACTIVE,1,2021-05-18 00:00:00
LN00389,LN00389,USR0250,USR0250,VEHICLE_LOAN,560000,560000.0,43,9.98,9.98,15544,15544.0,25,18,5,2026-09-05,ACTIVE,1,2021-04-30 00:00:00
LN00390,LN00390,USR0250,USR0250,EDUCATION_LOAN,1730000,1730000.0,94,9.01,9.01,25723,25723.0,47,47,5,2026-09-05,ACTIVE,1,2021-04-30 00:00:00
LN00391,LN00391,USR0251,USR0251,PERSONAL_LOAN,600000,600000.0,45,15.04,15.04,17526,17526.0,24,21,9,2026-09-09,ACTIVE,1,2022-10-05 00:00:00
LN00392,LN00392,USR0252,USR0252,CREDIT_CARD_DEBT,80000,80000.0,20,26.56,26.56,4994,4994.0,16,4,1,2026-09-01,ACTIVE,1,2021-02-14 00:00:00
LN00393,LN00393,USR0253,USR0253,EDUCATION_LOAN,1120000,1120000.0,117,10.25,10.25,15177,15177.0,42,75,4,2026-09-04,ACTIVE,1,2024-07-16 00:00:00
LN00394,LN00394,USR0254,USR0254,VEHICLE_LOAN,820000,820000.0,42,9.41,9.41,22991,22991.0,11,31,9,2026-09-09,ACTIVE,1,2023-12-29 00:00:00
LN00395,LN00395,USR0254,USR0254,HOME_LOAN,7050000,7050000.0,256,8.44,8.44,59473,59473.0,1,255,2,2026-09-02,ACTIVE,1,2023-12-29 00:00:00
LN00396,LN00396,USR0255,USR0255,PERSONAL_LOAN,540000,540000.0,55,11.19,11.19,12595,12595.0,28,27,2,2026-09-02,ACTIVE,1,2021-04-19 00:00:00
LN00397,LN00397,USR0255,USR0255,CREDIT_CARD_DEBT,180000,180000.0,12,29.85,29.85,17534,17534.0,9,3,7,2026-09-07,ACTIVE,1,2021-04-19 00:00:00
LN00398,LN00398,USR0256,USR0256,HOME_LOAN,2420000,2420000.0,126,7.85,7.85,28256,28256.0,30,96,6,2026-09-06,ACTIVE,1,2022-08-13 00:00:00
LN00399,LN00399,USR0256,USR0256,PERSONAL_LOAN,700000,700000.0,14,11.75,11.75,53749,53749.0,2,12,2,2026-09-02,ACTIVE,1,2022-08-13 00:00:00
LN00400,LN00400,USR0257,USR0257,HOME_LOAN,3680000,3680000.0,262,8.79,8.79,31630,31630.0,5,257,10,2026-09-10,ACTIVE,1,2024-10-07 00:00:00
LN00401,LN00401,USR0257,USR0257,PERSONAL_LOAN,590000,590000.0,26,13.32,13.32,26249,26249.0,9,17,7,2026-09-07,ACTIVE,1,2024-10-07 00:00:00
LN00402,LN00402,USR0257,USR0257,EDUCATION_LOAN,890000,890000.0,84,8.64,8.64,14157,14157.0,29,55,7,2026-09-07,ACTIVE,1,2024-10-07 00:00:00
LN00403,LN00403,USR0258,USR0258,EDUCATION_LOAN,890000,890000.0,80,9.96,9.96,15269,15269.0,2,78,7,2026-09-07,ACTIVE,1,2024-09-06 00:00:00
LN00404,LN00404,USR0259,USR0259,HOME_LOAN,7230000,7230000.0,284,9.03,9.03,61751,61751.0,47,237,10,2026-09-10,ACTIVE,1,2022-02-16 00:00:00
LN00405,LN00405,USR0259,USR0259,CREDIT_CARD_DEBT,200000,200000.0,8,35.97,35.97,28488,28488.0,7,1,10,2026-09-10,ACTIVE,1,2022-02-16 00:00:00
LN00406,LN00406,USR0260,USR0260,HOME_LOAN,7440000,7440000.0,299,8.84,8.84,61680,61680.0,55,244,2,2026-09-02,ACTIVE,1,2022-07-19 00:00:00
LN00407,LN00407,USR0261,USR0261,PERSONAL_LOAN,180000,180000.0,50,12.96,12.96,4678,4678.0,6,44,5,2026-09-05,ACTIVE,1,2021-05-21 00:00:00
LN00408,LN00408,USR0261,USR0261,VEHICLE_LOAN,660000,660000.0,84,11.46,11.46,11461,11461.0,60,24,8,2026-09-08,ACTIVE,1,2021-05-21 00:00:00
LN00409,LN00409,USR0261,USR0261,EDUCATION_LOAN,1270000,1270000.0,84,9.14,9.14,20523,20523.0,26,58,1,2026-09-01,ACTIVE,1,2021-05-21 00:00:00
LN00410,LN00410,USR0262,USR0262,EDUCATION_LOAN,580000,580000.0,94,9.27,9.27,8702,8702.0,15,79,3,2026-09-03,ACTIVE,1,2021-08-11 00:00:00
LN00411,LN00411,USR0262,USR0262,PERSONAL_LOAN,130000,130000.0,59,14.57,14.57,3099,3099.0,26,33,9,2026-09-09,ACTIVE,1,2021-08-11 00:00:00
LN00412,LN00412,USR0263,USR0263,EDUCATION_LOAN,850000,850000.0,100,10.58,10.58,12826,12826.0,10,90,5,2026-09-05,ACTIVE,1,2022-07-07 00:00:00
LN00413,LN00413,USR0264,USR0264,VEHICLE_LOAN,1110000,1110000.0,36,11.02,11.02,36350,36350.0,10,26,2,2026-09-02,ACTIVE,1,2022-10-09 00:00:00
LN00414,LN00414,USR0265,USR0265,HOME_LOAN,2110000,2110000.0,272,9.43,9.43,18820,18820.0,26,246,9,2026-09-09,ACTIVE,1,2023-12-17 00:00:00
LN00415,LN00415,USR0265,USR0265,CREDIT_CARD_DEBT,190000,190000.0,23,29.49,29.49,10913,10913.0,3,20,5,2026-09-05,ACTIVE,1,2023-12-17 00:00:00
LN00416,LN00416,USR0265,USR0265,VEHICLE_LOAN,1030000,1030000.0,49,9.13,9.13,25261,25261.0,48,1,6,2026-09-06,ACTIVE,1,2023-12-17 00:00:00
LN00417,LN00417,USR0266,USR0266,VEHICLE_LOAN,310000,310000.0,77,10.81,10.81,5600,5600.0,55,22,9,2026-09-09,ACTIVE,1,2023-07-15 00:00:00
LN00418,LN00418,USR0266,USR0266,CREDIT_CARD_DEBT,140000,140000.0,10,25.74,25.74,15704,15704.0,3,7,3,2026-09-03,ACTIVE,1,2023-07-15 00:00:00
LN00419,LN00419,USR0267,USR0267,VEHICLE_LOAN,210000,210000.0,75,9.88,9.88,3764,3764.0,54,21,5,2026-09-05,ACTIVE,1,2021-02-10 00:00:00
LN00420,LN00420,USR0268,USR0268,PERSONAL_LOAN,520000,520000.0,54,12.13,12.13,12543,12543.0,52,2,10,2026-09-10,ACTIVE,1,2024-08-03 00:00:00
LN00421,LN00421,USR0268,USR0268,CREDIT_CARD_DEBT,90000,90000.0,33,37.38,37.38,4404,4404.0,4,29,9,2026-09-09,ACTIVE,1,2024-08-03 00:00:00
LN00422,LN00422,USR0269,USR0269,CREDIT_CARD_DEBT,230000,230000.0,26,39.34,39.34,13281,13281.0,18,8,2,2026-09-02,ACTIVE,1,2021-03-07 00:00:00
LN00423,LN00423,USR0270,USR0270,EDUCATION_LOAN,1350000,1350000.0,64,10.68,10.68,27760,27760.0,17,47,2,2026-09-02,ACTIVE,1,2021-12-18 00:00:00
LN00424,LN00424,USR0270,USR0270,CREDIT_CARD_DEBT,60000,60000.0,12,25.42,25.42,5715,5715.0,10,2,8,2026-09-08,ACTIVE,1,2021-12-18 00:00:00
LN00425,LN00425,USR0271,USR0271,VEHICLE_LOAN,990000,990000.0,58,8.14,8.14,20703,20703.0,9,49,4,2026-09-04,ACTIVE,1,2022-12-23 00:00:00
LN00426,LN00426,USR0272,USR0272,PERSONAL_LOAN,800000,800000.0,30,15.21,15.21,32224,32224.0,20,10,2,2026-09-02,ACTIVE,1,2022-03-27 00:00:00
LN00427,LN00427,USR0273,USR0273,VEHICLE_LOAN,260000,260000.0,64,11.33,11.33,5431,5431.0,22,42,10,2026-09-10,ACTIVE,1,2022-05-20 00:00:00
LN00428,LN00428,USR0273,USR0273,EDUCATION_LOAN,1360000,1360000.0,102,8.34,8.34,18657,18657.0,20,82,10,2026-09-10,ACTIVE,1,2022-05-20 00:00:00
LN00429,LN00429,USR0274,USR0274,PERSONAL_LOAN,740000,740000.0,48,14.18,14.18,20288,20288.0,37,11,6,2026-09-06,ACTIVE,1,2022-10-09 00:00:00
LN00430,LN00430,USR0275,USR0275,VEHICLE_LOAN,1080000,1080000.0,36,10.29,10.29,34996,34996.0,21,15,4,2026-09-04,ACTIVE,1,2021-10-12 00:00:00
LN00431,LN00431,USR0275,USR0275,EDUCATION_LOAN,1230000,1230000.0,110,9.29,9.29,16651,16651.0,15,95,7,2026-09-07,ACTIVE,1,2021-10-12 00:00:00
LN00432,LN00432,USR0275,USR0275,HOME_LOAN,3900000,3900000.0,190,8.37,8.37,37109,37109.0,54,136,6,2026-09-06,ACTIVE,1,2021-10-12 00:00:00
LN00433,LN00433,USR0276,USR0276,PERSONAL_LOAN,520000,520000.0,42,15.41,15.41,16096,16096.0,30,12,8,2026-09-08,ACTIVE,1,2022-05-23 00:00:00
LN00434,LN00434,USR0276,USR0276,VEHICLE_LOAN,640000,640000.0,58,10.43,10.43,14095,14095.0,50,8,5,2026-09-05,ACTIVE,1,2022-05-23 00:00:00
LN00435,LN00435,USR0277,USR0277,EDUCATION_LOAN,1350000,1350000.0,71,10.11,10.11,25342,25342.0,42,29,10,2026-09-10,ACTIVE,1,2021-09-16 00:00:00
LN00436,LN00436,USR0277,USR0277,HOME_LOAN,3420000,3420000.0,140,8.52,8.52,38628,38628.0,54,86,5,2026-09-05,ACTIVE,1,2021-09-16 00:00:00
LN00437,LN00437,USR0279,USR0279,PERSONAL_LOAN,440000,440000.0,46,14.09,14.09,12435,12435.0,13,33,5,2026-09-05,ACTIVE,1,2024-02-05 00:00:00
LN00438,LN00438,USR0280,USR0280,PERSONAL_LOAN,520000,520000.0,58,14.59,14.59,12547,12547.0,5,53,1,2026-09-01,ACTIVE,1,2023-05-31 00:00:00
LN00439,LN00439,USR0281,USR0281,CREDIT_CARD_DEBT,170000,170000.0,32,25.28,25.28,7357,7357.0,19,13,10,2026-09-10,ACTIVE,1,2024-04-20 00:00:00
LN00440,LN00440,USR0281,USR0281,HOME_LOAN,3530000,3530000.0,223,8.22,8.22,30929,30929.0,50,173,10,2026-09-10,ACTIVE,1,2024-04-20 00:00:00
LN00441,LN00441,USR0282,USR0282,PERSONAL_LOAN,130000,130000.0,14,11.27,11.27,9953,9953.0,9,5,5,2026-09-05,ACTIVE,1,2021-05-30 00:00:00
LN00442,LN00442,USR0283,USR0283,PERSONAL_LOAN,780000,780000.0,26,12.32,12.32,34335,34335.0,25,1,10,2026-09-10,ACTIVE,1,2021-04-23 00:00:00
