user_id,avg_monthly_income,income_volatility,income_trend,months_since_last_income,avg_monthly_essential_spend,avg_monthly_discretionary_spend,essential_to_income_ratio,discretionary_to_income_ratio,burn_rate_trend,spending_spike_count,current_balance,avg_balance_30d,min_balance_30d,balance_trend,days_until_zero,total_emi_burden,emi_to_income_ratio,missed_emi_count,emi_payment_consistency,max_single_medical_txn,medical_spend_spike,income_drop_flag,income_drop_pct,large_unexpected_debit,risk_label
USR0284,11969,0.3205,-0.1157,0.8,10235,4783,0.8551,0.3996,0.0038,0,65826,71444,65826,-79.99,822,0,0.0,0,1.0,449,1.2024,0,-0.1049,10,healthy
USR0285,15286,0.418,-0.1406,0.2,15097,5501,0.9877,0.3599,-0.014,0,56951,54317,47736,-135.81,419,3177,0.2078,0,1.0,905,0.7121,0,-0.0065,20,healthy
USR0286,37902,0.0335,0.0024,0.9,23494,4643,0.6198,0.1225,-0.0653,0,41277,53256,41277,249.61,999,22327,0.5891,3,0.8333,987,0.7484,0,0.0101,16,at_risk
USR0287,67055,0.0194,0.0036,0.9,37472,14030,0.5588,0.2092,0.0032,0,272420,295034,272420,499.46,999,20294,0.3026,0,1.0,1163,1.1223,0,0.043,28,healthy
USR0288,141391,0.1624,0.0255,0.1,67836,21318,0.4798,0.1508,-0.0237,0,758902,679886,617883,1407.39,999,11558,0.0817,1,0.8889,63941,0.0552,0,-0.0759,20,at_risk
USR0289,41634,0.0263,0.01,0.9,66954,7741,1.6082,0.1859,0.0063,0,0,23193,0,95.65,999,50977,1.2244,0,1.0,695,0.8645,0,-0.0295,9,at_risk
USR0290,68316,0.0634,0.017,0.2,85991,11133,1.2587,0.163,0.0068,0,79200,52249,23036,253.22,999,63244,0.9258,0,1.0,819,0.7739,0,-0.1481,12,at_risk
USR0291,38029,0.0264,-0.0037,0.8,44416,5213,1.1679,0.1371,-0.0016,0,41769,50745,41769,-465.64,89,30902,0.8126,0,1.0,843,0.9855,0,0.0641,12,at_risk
USR0292,18329,0.0322,-0.0125,0.8,31154,4408,1.6997,0.2405,-0.0198,1,0,2819,0,-433.79,999,14421,0.7868,0,1.0,55775,1.2674,0,0.005,11,at_risk
USR0293,43359,0.0185,-0.0044,0.8,30501,8195,0.7035,0.189,0.022,0,176951,188431,169944,7.43,999,19659,0.4534,0,1.0,615,0.9681,0,0.0301,12,healthy
USR0294,14764,0.016,0.0024,0.8,9036,3103,0.612,0.2102,0.0309,0,53762,55556,49429,98.02,999,4304,0.2915,0,1.0,161,1.0981,0,0.0364,17,healthy
USR0295,175591,0.2096,0.0047,0.1,65498,33863,0.373,0.1929,0.0208,0,1262983,1177851,1146364,2300.48,999,8033,0.0457,0,1.0,4296,5.7052,0,-0.4174,11,healthy
USR0296,38794,0.0363,0.0031,0.9,39976,10493,1.0305,0.2705,-0.0254,0,6631,15996,0,-101.36,65,30787,0.7936,0,1.0,527,2.6089,0,0.0253,19,at_risk
USR0297,21323,0.0637,0.0184,0.5,18218,2337,0.8544,0.1096,-0.1732,0,89397,59238,43597,666.85,999,36412,1.7077,6,0.7778,440,1.7323,0,-0.1582,12,critical
USR0298,34349,0.1778,-0.0053,0.3,42412,6638,1.2347,0.1932,-0.0074,0,35315,18536,4873,-99.86,353,31983,0.9311,0,1.0,639,0.8163,0,-0.0667,19,at_risk
USR0299,38953,0.0472,0.0107,0.7,37003,10362,0.9499,0.266,0.0367,0,57988,64968,50939,-407.42,142,18096,0.4646,0,1.0,1483,2.1777,0,0.0852,18,at_risk
USR0300,31082,0.0269,-0.007,0.9,35621,8289,1.146,0.2667,0.0301,0,4049,11757,0,-126.0,32,25969,0.8355,0,1.0,767,0.5335,0,-0.0118,20,at_risk
USR0301,44966,0.048,-0.0153,0.8,43032,7136,0.957,0.1587,0.0017,0,141417,139732,109127,-250.24,565,25266,0.5619,0,1.0,1668,2.1412,0,-0.0337,15,at_risk
USR0302,41810,0.373,-0.1369,0.9,27035,10395,0.6466,0.2486,-0.0051,0,389961,402641,389961,65.33,999,10557,0.2525,1,0.8889,1429,1.0401,0,0.0803,20,at_risk
USR0303,28320,0.4462,-0.215,0.8,53080,12116,1.8743,0.4278,-0.1195,0,9924,13979,0,-586.45,16,41536,1.4667,2,0.8889,1089,1.2648,0,0.0079,24,critical
USR0304,21393,0.0661,0.0153,0.9,16013,4618,0.7485,0.2159,0.0007,0,35887,41292,35887,27.83,999,10885,0.5088,0,1.0,314,1.7428,0,0.1199,14,healthy
USR0305,54574,0.0374,0.0062,0.9,92074,10478,1.6871,0.192,-0.0542,1,28272,39644,28272,228.55,999,72787,1.3337,1,0.9444,135438,0.0045,0,0.0381,19,critical
USR0306,48829,0.0406,0.0022,0.8,47080,12370,0.9642,0.2533,0.0229,0,41657,62997,41657,-497.81,83,28808,0.59,0,1.0,1332,0.5914,0,0.0436,18,at_risk
USR0307,12713,0.4948,-0.2212,0.8,50792,7444,3.9953,0.5855,-0.1216,0,2981,6107,0,-41.01,72,59665,4.6932,2,0.8889,456,2.0177,0,0.0211,16,critical
USR0308,79529,0.0276,-0.0094,0.8,48818,13539,0.6138,0.1702,-0.002,0,479271,478824,422715,631.7,999,19289,0.2425,0,1.0,1804,0.7313,0,0.0498,19,healthy
USR0309,50307,0.0304,0.0034,0.8,68931,8545,1.3702,0.1699,-0.0301,1,31807,45424,18992,104.24,999,40494,0.8049,0,1.0,161334,0.0066,0,-0.043,20,at_risk
USR0310,25721,0.0566,0.0044,0.9,14657,4703,0.5698,0.1829,-0.1016,1,111120,114761,111120,191.8,999,2565,0.0997,1,0.8889,152614,0.3835,0,0.1176,3,at_risk
USR0311,63314,0.2109,0.0734,0.0,50908,15060,0.8041,0.2379,0.0163,0,127925,109487,90462,-362.12,353,28593,0.4516,0,1.0,907,0.8799,0,-0.6161,17,at_risk
USR0312,45393,0.0115,-0.0045,0.8,47705,10590,1.0509,0.2333,0.0245,0,46009,53698,18054,-440.77,104,34334,0.7564,0,1.0,741,1.3123,0,0.0203,22,at_risk
USR0313,40375,0.4173,-0.1645,0.8,29292,18577,0.7255,0.4601,-0.0438,0,284867,299006,268537,-90.16,999,10842,0.2685,1,0.8889,1138,0.4097,0,-0.1184,19,at_risk
USR0314,63733,0.0333,0.0035,0.8,24663,14117,0.387,0.2215,0.0186,1,297261,307718,278343,506.78,999,5098,0.08,0,1.0,40431,0.1749,0,0.0461,11,healthy
USR0315,20468,0.0195,-0.0015,0.8,43428,6227,2.1218,0.3042,-0.0669,0,36107,19391,0,112.29,999,56857,2.7779,3,0.8889,348,0.7301,0,-0.0221,27,critical
USR0316,21831,0.3463,-0.0821,0.7,19047,6245,0.8725,0.286,0.0118,0,86618,91433,85541,-30.46,999,4956,0.227,0,1.0,1223,0.9805,0,-0.0337,18,healthy
USR0317,43323,0.0168,0.0009,0.8,25809,8476,0.5957,0.1957,-0.0076,0,155467,156108,123537,286.09,999,11120,0.2567,0,1.0,1334,0.3727,0,0.0064,18,healthy
USR0318,34919,0.0331,-0.0076,0.8,57648,6161,1.6509,0.1764,-0.0069,0,0,9566,0,-46.95,999,49273,1.4111,0,1.0,545,0.7217,0,-0.032,18,at_risk
USR0319,37181,0.0391,-0.0143,0.8,47463,6462,1.2766,0.1738,-0.0484,1,16781,27120,8947,-338.2,49,32275,0.8681,0,1.0,161209,0.0037,0,0.0629,20,critical
USR0320,36929,0.0284,-0.0108,0.8,37647,5116,1.0194,0.1385,0.0084,0,17456,26557,13041,-314.64,55,22928,0.6209,0,1.0,683,1.6108,0,0.0333,27,critical
USR0321,65269,0.0315,0.0113,0.9,35179,15475,0.539,0.2371,-0.0725,1,123714,141092,123714,475.64,999,12308,0.1886,2,0.7778,198614,0.0068,0,-0.0355,15,at_risk
USR0322,61683,0.0385,-0.0021,0.8,57219,13197,0.9276,0.2139,0.0043,0,53410,70693,53410,-480.44,111,36281,0.5882,0,1.0,1308,0.679,0,0.0977,22,at_risk
USR0323,21535,0.2481,-0.0495,0.5,19760,3162,0.9176,0.1468,0.01,0,66967,62571,44676,2.26,999,11691,0.5429,0,1.0,397,0.6296,0,-0.4425,16,healthy
USR0324,66134,0.0408,0.0053,0.9,35879,7568,0.5425,0.1144,0.1011,0,262049,286265,262049,542.36,999,8178,0.1237,0,1.0,728,1.0,0,-0.04,19,healthy
USR0325,59538,0.0232,0.0023,0.9,59724,8869,1.0031,0.149,0.0008,0,0,25051,0,-144.92,999,41258,0.693,0,1.0,1555,0.6718,0,0.0271,22,at_risk
USR0326,11241,0.0288,-0.005,0.8,31118,2059,2.7682,0.1832,-0.0151,0,24153,22998,14463,153.72,999,27767,2.4701,0,1.0,91,0.9885,0,-0.0365,9,at_risk
USR0327,28167,0.0249,-0.0026,0.9,54475,6987,1.934,0.2481,0.0167,0,0,19611,0,-167.44,999,43679,1.5507,0,1.0,1084,1.1077,0,0.0548,9,at_risk
USR0328,33518,0.0155,-0.0005,0.9,39515,4804,1.1789,0.1433,0.1059,0,0,7855,0,-60.16,999,29544,0.8814,0,1.0,356,0.7051,0,0.0319,20,at_risk
USR0329,32822,0.0673,-0.022,0.9,20199,7530,0.6154,0.2294,-0.0374,0,78078,87414,73082,81.86,999,10132,0.3087,0,1.0,18118,0.1158,0,-0.0073,19,healthy
USR0330,41946,0.3406,-0.1508,0.9,41036,14043,0.9783,0.3348,0.0274,0,339285,357212,339285,-464.99,729,13994,0.3336,0,1.0,2568,3.7672,0,-0.2655,18,at_risk
USR0331,109744,0.2082,0.0435,0.8,60900,24691,0.5549,0.225,-0.0082,0,562989,583020,556836,1257.41,999,32174,0.2932,0,1.0,1675,0.6275,0,-0.6219,16,healthy
USR0332,45115,0.0189,-0.0015,0.8,27735,9167,0.6148,0.2032,0.0008,0,207567,209423,175530,216.19,999,16050,0.3558,0,1.0,645,0.7984,0,-0.0071,17,healthy
USR0333,28312,0.0366,0.0005,0.9,58007,4819,2.0489,0.1702,-0.0056,0,0,3460,0,-343.41,999,48820,1.7244,0,1.0,492,0.9816,0,-0.071,18,at_risk
USR0334,37791,0.0308,0.0033,0.9,46764,8327,1.2374,0.2204,0.0228,0,12345,23150,12345,161.26,999,30804,0.8151,0,1.0,458,1.0,0,0.0068,14,at_risk
USR0335,24248,0.0312,-0.0051,0.9,27915,4788,1.1512,0.1974,-0.0644,1,62643,70568,62643,-364.92,171,11919,0.4915,0,1.0,160397,0.0053,0,0.038,11,at_risk
USR0336,82145,0.0292,0.007,0.8,66704,21668,0.812,0.2638,0.0282,0,204232,226838,188587,-527.33,387,35360,0.4305,0,1.0,2425,0.2986,0,0.0555,19,healthy
USR0337,35090,0.0292,-0.0064,0.9,70466,9992,2.0082,0.2848,-0.0095,1,1004,13188,0,-61.65,16,45556,1.2983,0,1.0,90276,0.0174,0,-0.0053,20,critical
USR0338,15229,0.0692,-0.003,0.8,17078,3408,1.1214,0.2238,0.0025,0,5864,8522,0,57.91,999,13126,0.8619,0,1.0,276,0.4275,0,0.0896,9,at_risk
USR0339,93663,0.0257,0.0032,0.9,48822,18681,0.5212,0.1994,-0.0068,0,539739,560385,539739,518.42,999,22543,0.2407,0,1.0,1227,1.1151,0,0.004,18,healthy
USR0340,48085,0.0343,0.0089,0.9,106655,6966,2.2181,0.1449,-0.0038,0,13846,21148,0,-919.44,15,92216,1.9178,0,1.0,556,1.0,0,0.0425,9,critical
USR0341,89799,0.038,0.0137,0.9,37047,16782,0.4126,0.1869,0.0395,0,396372,420031,396372,1095.12,999,16139,0.1797,0,1.0,459,1.0,0,0.0659,19,healthy
USR0342,77341,0.0256,0.0068,0.8,51650,13336,0.6678,0.1724,0.0,0,391294,410839,366856,254.62,999,24340,0.3147,0,1.0,2005,1.683,0,0.004,19,healthy
USR0343,32901,0.3414,-0.1443,0.9,95358,12947,2.8983,0.3935,0.0078,0,9360,29045,9360,-27.83,336,64422,1.958,0,1.0,996,1.1293,0,0.1837,15,at_risk
USR0344,45083,0.0447,-0.003,0.8,30953,6058,0.6866,0.1344,0.0293,0,92433,102701,86012,-556.77,166,17717,0.393,0,1.0,33025,0.0542,0,-0.014,17,healthy
USR0345,59325,0.0419,0.0057,0.8,55155,10167,0.9297,0.1714,0.0007,0,58421,90545,58421,-671.42,87,37422,0.6308,0,1.0,27987,0.1454,0,0.0375,24,at_risk
USR0346,45997,0.0131,-0.0037,0.9,66721,11771,1.4506,0.2559,0.024,0,4751,19954,0,-286.54,16,54705,1.1893,0,1.0,736,2.0909,0,-0.0028,18,critical
USR0347,55716,0.0312,0.0099,0.8,66105,5729,1.1865,0.1028,-0.0216,0,22222,25503,0,-323.89,68,49521,0.8888,0,1.0,1063,0.8223,0,0.0033,19,at_risk
USR0348,31856,0.0327,-0.0104,0.9,15987,5296,0.5019,0.1662,-0.0499,0,168290,171567,156170,273.22,999,6044,0.1897,0,1.0,624,1.4436,0,-0.0075,19,healthy
USR0349,18353,0.0399,-0.0032,0.8,21306,4208,1.1609,0.2293,-0.01,0,15552,17555,4693,-78.74,197,13995,0.7625,0,1.0,660,0.732,0,-0.0253,15,at_risk
USR0350,44487,0.051,0.0129,0.8,24875,6966,0.5592,0.1566,-0.0047,0,278386,283399,260583,440.93,999,7892,0.1774,0,1.0,1407,2.7624,0,0.1009,18,healthy
USR0351,47330,0.0536,0.0207,0.1,78031,7252,1.6487,0.1532,-0.0278,1,2718,22928,0,7.35,999,50037,1.0572,1,0.9444,158392,0.6863,0,-0.0909,11,critical
USR0352,41014,0.0437,-0.0015,0.8,72553,6933,1.769,0.169,-0.0345,1,2880,27265,2880,-144.35,19,45079,1.0991,0,1.0,133005,0.0172,0,0.0504,11,critical
USR0353,119375,0.0268,0.0056,0.8,60804,25066,0.5094,0.21,0.0196,0,633398,645521,580870,623.84,999,20170,0.169,0,1.0,1948,0.3147,0,0.0432,19,healthy
USR0354,33695,0.0314,0.005,0.8,54241,5643,1.6098,0.1675,-0.0814,0,24798,35660,24798,329.33,999,63035,1.8708,3,0.8889,983,0.8227,0,0.0007,28,critical
USR0355,52840,0.0274,0.006,0.9,23119,10298,0.4375,0.1949,0.0431,0,286147,302916,286147,640.9,999,8017,0.1517,0,1.0,705,0.9787,0,0.0512,19,healthy
USR0356,88192,0.1826,0.0517,0.1,86016,13467,0.9753,0.1527,0.0113,0,91425,44235,1451,353.14,999,63109,0.7156,0,1.0,780,0.8397,0,-0.2104,31,at_risk
USR0357,41342,0.0302,-0.009,0.8,34470,8520,0.8338,0.2061,-0.0911,1,67043,75082,65084,-168.29,398,20573,0.4976,2,0.7778,179775,0.0142,0,-0.0458,9,at_risk
USR0358,42116,0.0596,-0.0178,0.9,39991,6407,0.9495,0.1521,-0.0226,0,63295,76376,63295,-279.1,226,23093,0.5483,0,1.0,1215,1.2398,0,0.0267,15,at_risk
USR0359,62676,0.0374,0.0016,0.8,83824,10104,1.3374,0.1612,-0.0244,1,7672,19808,5354,-232.2,33,41790,0.6668,0,1.0,102912,1.5344,0,0.0773,27,critical
USR0360,56803,0.1847,-0.0251,0.3,36197,7967,0.6372,0.1403,-0.0411,0,330891,335153,317767,388.89,999,20122,0.3542,0,1.0,733,1.0132,0,-0.2682,16,healthy
USR0361,41235,0.0241,-0.004,0.8,35272,5712,0.8554,0.1385,-0.0499,1,43876,46374,19948,309.2,999,7789,0.1889,0,1.0,130707,1.445,0,0.0429,15,healthy
USR0362,109748,0.0372,0.001,0.8,78196,19733,0.7125,0.1798,0.0448,0,347413,353200,299488,-963.25,360,33754,0.3076,0,1.0,2358,0.4517,0,-0.0821,19,healthy
USR0363,155943,0.0231,0.0097,0.9,64046,23909,0.4107,0.1533,-0.0107,0,1104222,1129496,1042048,2199.9,999,10881,0.0698,0,1.0,2343,1.3031,0,-0.0342,9,healthy
USR0364,64587,0.0376,0.005,0.9,60740,12758,0.9404,0.1975,-0.0028,0,33189,60210,33189,-328.84,100,40389,0.6253,0,1.0,1404,0.4758,0,0.0345,24,at_risk
USR0365,64076,0.2512,-0.1126,0.0,56580,19514,0.883,0.3045,0.0286,0,391348,386045,365967,-205.43,999,33036,0.5156,0,1.0,1014,0.9512,0,0.2172,17,at_risk
USR0366,40512,0.0612,0.0084,0.8,56408,5569,1.3924,0.1375,-0.007,0,1950,12901,0,-67.09,29,45583,1.1252,0,1.0,782,0.8069,0,0.0704,18,critical
USR0367,82991,0.03,-0.0085,0.9,90131,9325,1.086,0.1124,0.0083,0,76665,106054,76665,-497.4,154,57139,0.6885,0,1.0,1116,2.0515,0,0.0045,17,at_risk
USR0368,15206,0.4018,-0.1683,0.9,24344,7106,1.6009,0.4673,-0.0195,0,42331,54745,42331,-553.57,76,9131,0.6005,0,1.0,1304,1.0,0,0.2,18,critical
USR0369,15332,0.1841,-0.0765,0.1,29548,2998,1.9272,0.1955,0.0103,0,8369,4786,710,-164.35,50,22294,1.4541,0,1.0,641,0.7073,0,0.0879,10,at_risk
USR0370,53437,0.1265,0.017,0.2,47261,6178,0.8844,0.1156,-0.1277,1,126280,109024,85898,6.09,999,26828,0.502,3,0.8333,176651,0.0212,0,-0.2651,13,critical
USR0371,61350,0.4261,-0.1602,0.8,95857,24394,1.5625,0.3976,-0.0246,0,75182,99215,63038,-2181.47,34,46485,0.7577,0,1.0,2343,0.5502,0,-0.5119,27,critical
USR0372,36055,0.0186,-0.002,0.9,32753,5646,0.9084,0.1566,-0.0493,0,81239,81833,68117,142.5,999,29696,0.8236,3,0.8889,780,0.8343,0,0.0444,32,critical
USR0373,46078,0.0347,-0.0078,0.9,43260,8962,0.9388,0.1945,0.0003,0,0,18885,0,-196.03,999,34598,0.7509,2,0.9259,810,0.5074,0,-0.0059,34,at_risk
USR0374,49105,0.0297,-0.0052,0.8,62485,6991,1.2725,0.1424,-0.0467,0,34409,39074,7210,265.14,999,67424,1.373,1,0.9444,521,0.9981,0,0.007,10,at_risk
USR0375,23165,0.0636,0.0047,0.8,42301,4900,1.8261,0.2115,-0.0174,1,20913,22409,7389,-43.59,479,24354,1.0513,0,1.0,73299,0.0113,0,-0.0322,11,at_risk
USR0376,34413,0.0234,0.0009,0.9,33515,6281,0.9739,0.1825,-0.0022,0,79671,90291,73678,-107.38,741,24641,0.716,0,1.0,657,0.7741,0,-0.0132,18,at_risk
USR0377,51953,0.0318,0.005,0.8,62862,9633,1.21,0.1854,0.016,0,633,21629,633,50.67,999,44324,0.8532,0,1.0,1314,0.3562,0,-0.0601,13,at_risk
USR0378,34722,0.031,0.0151,0.9,31754,6489,0.9145,0.1869,0.0258,0,62369,76522,62369,-157.42,396,20488,0.5901,0,1.0,355,1.0,0,-0.02,15,healthy
USR0379,55820,0.0477,-0.0095,0.8,29470,10655,0.5279,0.1909,0.0199,0,277307,285799,257454,340.51,999,7498,0.1343,0,1.0,1681,0.4292,0,0.0865,9,healthy
USR0380,18115,0.2005,0.0757,0.1,6352,3411,0.3506,0.1883,-0.0267,0,87628,76535,70202,191.82,999,0,0.0,0,1.0,436,0.6392,0,-0.2863,11,healthy
USR0381,17770,0.0261,-0.0054,0.8,29571,2917,1.6641,0.1642,-0.0581,0,0,4119,0,-131.61,999,21625,1.2169,0,1.0,21558,0.0202,0,-0.0101,11,at_risk
USR0382,61999,0.0289,0.011,0.9,53426,14905,0.8617,0.2404,0.0092,0,177910,194677,173647,-184.53,964,30927,0.4988,0,1.0,694,1.1547,0,0.0253,25,healthy
USR0383,63366,0.0247,-0.0016,0.8,75901,8047,1.1978,0.127,-0.0233,0,24057,57145,22359,-526.79,45,50814,0.8019,0,1.0,1556,1.5098,0,-0.0144,23,critical
USR0384,21019,0.0336,0.0005,0.8,18979,3976,0.903,0.1891,-0.0091,0,53513,59906,53306,-90.66,590,12202,0.5805,0,1.0,501,0.8473,0,0.0779,16,healthy
USR0385,9728,0.3285,-0.1483,0.8,8058,3777,0.8284,0.3883,-0.0213,0,84486,88078,82482,-123.88,681,0,0.0,0,1.0,240,1.0,0,-0.2954,9,healthy
USR0386,47540,0.0376,-0.0014,0.8,50500,9615,1.0623,0.2023,0.0215,0,0,11407,0,-432.11,999,29494,0.6204,0,1.0,40003,0.0975,0,-0.0168,19,at_risk
USR0387,19693,0.1004,-0.022,0.9,10810,2646,0.5489,0.1344,-0.0976,1,149145,151093,137668,134.55,999,0,0.0,0,1.0,140974,0.281,0,-0.0198,2,healthy
USR0388,24819,0.4488,-0.2048,0.9,50081,9512,2.0178,0.3832,-0.0207,0,0,7249,0,-1058.81,999,34692,1.3978,1,0.9444,1673,0.3421,0,-0.0548,25,critical
USR0389,59345,0.0268,-0.0037,0.5,69200,10836,1.1661,0.1826,0.0181,0,0,6831,0,-1152.02,999,53683,0.9046,0,1.0,44299,0.0434,0,-0.0601,12,at_risk
USR0390,27376,0.2328,0.0068,0.9,35744,5377,1.3057,0.1964,0.0244,0,10720,23762,10720,-214.38,50,24532,0.8961,0,1.0,759,1.7172,0,0.2482,21,critical
USR0391,22161,0.0294,-0.0028,0.8,15015,5328,0.6776,0.2404,0.0226,0,74861,77112,68291,39.25,999,8854,0.3995,0,1.0,580,0.3061,0,0.0431,17,healthy
USR0392,30723,0.0253,-0.0047,0.8,22017,3666,0.7166,0.1193,-0.0139,0,123237,123442,107021,147.61,999,11019,0.3587,0,1.0,545,0.3339,0,-0.0209,18,healthy
USR0393,33211,0.054,-0.0162,0.8,38025,7581,1.145,0.2283,0.0211,0,32590,46195,32590,-512.36,63,29176,0.8785,0,1.0,635,1.7928,0,0.0129,9,at_risk
USR0394,27454,0.0351,0.0128,0.9,24686,5378,0.8992,0.1959,0.1621,1,18596,25451,18596,-94.68,196,18067,0.6581,0,1.0,631,0.2084,0,-0.0008,10,at_risk
USR0395,94284,0.0385,-0.0077,0.8,83150,23899,0.8819,0.2535,0.0063,0,265544,285913,228534,-430.59,616,51235,0.5434,0,1.0,1413,0.8988,0,-0.0287,25,at_risk
USR0396,24260,0.031,0.0128,0.9,25631,3975,1.0565,0.1638,-0.1251,1,32669,37001,32669,282.96,999,12750,0.5256,2,0.7778,183090,0.1946,0,0.0293,12,at_risk
USR0397,17229,0.144,0.0347,0.3,5986,3306,0.3474,0.1919,-0.0079,0,95849,91749,85122,326.94,999,0,0.0,0,1.0,354,0.6231,0,0.1623,9,healthy
USR0398,88812,0.0382,0.01,0.9,67238,23467,0.7571,0.2642,0.0571,0,295905,334341,295905,188.57,999,37506,0.4223,0,1.0,1135,1.0,0,-0.0675,25,healthy
USR0399,20249,0.4933,-0.2011,0.8,27200,9295,1.3433,0.4591,-0.1024,0,96513,106556,96513,-514.05,187,22964,1.1341,4,0.7778,1071,2.0498,0,0.1865,17,critical
USR0400,48022,0.0272,-0.0016,0.8,104584,7554,2.1778,0.1573,0.0054,0,183,5869,0,-19.27,9,79591,1.6574,0,1.0,1750,0.4281,0,-0.0509,19,critical
USR0401,30334,0.3624,-0.1499,0.8,22565,9047,0.7439,0.2982,-0.0224,0,184364,189828,172132,-47.37,999,9209,0.3036,1,0.8889,941,1.628,0,0.3726,17,at_risk
USR0402,16497,0.4584,-0.1865,0.0,50689,7623,3.0726,0.4621,-0.0749,0,6012,5779,0,16.86,999,52405,3.1766,1,0.9444,567,1.2858,0,-0.3388,17,critical
USR0403,23428,0.0773,-0.0047,0.8,8650,3399,0.3692,0.1451,-0.0881,1,81291,81549,64920,131.75,999,0,0.0,0,1.0,22693,0.037,0,-0.0037,12,healthy
USR0404,28962,0.067,0.0255,0.5,26547,4878,0.9166,0.1684,0.0248,0,48858,56737,48858,-179.28,272,19336,0.6676,0,1.0,423,2.0685,0,-0.1215,10,at_risk
USR0405,12426,0.3812,-0.1624,0.9,34403,5443,2.7687,0.438,0.0194,0,5760,10490,5760,-43.56,132,26425,2.1266,0,1.0,237,0.9531,0,0.2649,9,at_risk
USR0406,48322,0.0287,-0.0063,0.5,41148,7043,0.8515,0.1457,0.0086,0,144632,152071,127780,-78.64,999,17665,0.3656,0,1.0,910,1.653,0,0.0026,18,healthy
USR0407,93594,0.0189,0.0019,0.9,37606,10673,0.4018,0.114,-0.0177,0,500409,512968,449775,1293.9,999,13267,0.1418,0,1.0,1279,0.7546,0,-0.0425,19,healthy
USR0408,44622,0.2183,-0.0019,0.0,53045,8000,1.1888,0.1793,-0.0111,0,45831,34018,12858,-434.67,105,33588,0.7527,0,1.0,1306,0.8615,0,-1.0369,16,at_risk
USR0409,15818,0.0344,0.0067,0.9,14622,3305,0.9244,0.2089,-0.0025,0,12400,16439,12400,-84.41,146,9876,0.6244,0,1.0,301,1.72,0,-0.0558,14,at_risk
USR0410,84729,0.1579,0.0138,0.2,92850,16760,1.0958,0.1978,0.0152,0,64640,36401,0,-229.38,281,63078,0.7445,0,1.0,1511,1.9662,0,0.2888,24,at_risk
USR0411,6446,0.3894,-0.1807,0.9,4484,3299,0.6957,0.5118,0.006,0,84198,86808,84198,-64.24,999,0,0.0,0,1.0,280,0.6,0,-0.281,12,healthy
USR0412,17557,0.027,0.0077,0.8,15955,2694,0.9088,0.1535,-0.0102,0,20084,25241,20084,-45.87,437,7834,0.4462,0,1.0,474,1.5661,0,0.0226,18,healthy
USR0413,211723,0.0347,0.0074,0.1,154936,38968,0.7318,0.184,0.013,0,461544,521739,434276,-279.07,999,93804,0.443,0,1.0,41707,0.3341,0,-0.0548,19,healthy
USR0414,45037,0.0225,-0.0009,0.9,59024,9986,1.3106,0.2217,0.0073,0,5852,26788,5852,-109.59,53,44838,0.9956,0,1.0,785,0.4446,0,-0.0188,18,at_risk
USR0415,42647,0.0362,-0.0101,0.8,27330,6965,0.6408,0.1633,-0.0044,0,206058,218125,195203,266.96,999,11175,0.262,0,1.0,946,1.8845,0,-0.073,19,healthy
USR0416,46579,0.0503,-0.0104,0.9,76033,9517,1.6323,0.2043,-0.0013,0,26096,32619,1530,152.78,999,61825,1.3273,0,1.0,39448,0.0433,0,0.0528,11,at_risk
USR0417,21209,0.0394,0.0077,0.9,9253,2984,0.4363,0.1407,-0.0352,0,109552,112704,98798,260.55,999,0,0.0,0,1.0,467,1.3424,0,-0.0724,9,healthy
USR0418,38420,0.0194,0.0059,0.9,32128,8032,0.8362,0.2091,0.0172,0,137604,147699,137604,-69.45,999,21161,0.5508,0,1.0,579,1.0106,0,-0.0137,13,healthy
USR0419,26397,0.1793,0.0175,0.2,16472,7243,0.624,0.2744,-0.063,0,30391,22270,7405,115.21,999,26090,0.9884,3,0.8333,523,1.8579,0,0.2152,10,critical
USR0420,80402,0.0278,0.0049,0.8,75315,11739,0.9367,0.146,-0.0009,0,35565,48212,22343,-307.33,115,52928,0.6583,0,1.0,1152,0.5964,0,0.0293,23,at_risk
USR0421,22514,0.4851,-0.2081,0.9,23230,6940,1.0318,0.3083,-0.0244,0,238874,250230,238874,-252.48,946,5264,0.2338,1,0.8889,821,0.8124,0,0.393,18,at_risk
USR0422,22250,0.0586,-0.0158,0.9,22150,3530,0.9955,0.1586,-0.0189,0,9938,19289,9938,-117.72,84,15156,0.6812,0,1.0,511,0.5792,0,0.0694,14,at_risk
USR0423,106107,0.0249,-0.006,0.9,55676,17663,0.5247,0.1665,-0.0052,0,544920,561952,507887,1331.01,999,12640,0.1191,0,1.0,1425,0.7263,0,0.0394,20,healthy
USR0424,42074,0.0478,0.0067,0.8,27978,8409,0.665,0.1999,-0.0542,0,86629,91346,64549,655.88,999,24212,0.5755,2,0.8889,422,1.7224,0,0.03,24,at_risk
USR0425,36829,0.0255,-0.0099,0.9,45858,7963,1.2452,0.2162,0.0287,0,0,3305,0,-288.23,999,36236,0.9839,0,1.0,863,2.8576,0,0.024,18,at_risk
USR0426,27528,0.035,0.0091,0.8,28413,4742,1.0322,0.1723,-0.0836,1,24912,36320,24912,-223.94,111,21610,0.785,3,0.8333,130656,0.3767,0,-0.0829,22,critical
